song_slug,n,pct_ge_10,pct_ge_15,pct_ge_20,median_duration,median_position
happy-birthday-to-you,23.0,0.043478260869565216,0.0,0.0,133.94299999999998,10.0
harpua,86.0,0.4418604651162791,0.10465116279069768,0.023255813953488372,583.288,19.0
harry-hood,441.0,0.8412698412698413,0.19954648526077098,0.02947845804988662,781.087,17.0
have-mercy,17.0,0.058823529411764705,0.0,0.0,321.855,16.0
head-held-high,2.0,0.0,0.0,0.0,391.02700000000004,10.0
heart-and-soul,1.0,0.0,0.0,0.0,55.484,16.0
heartbreaker,2.0,0.5,0.0,0.0,514.4155000000001,15.0
heavy-rotation,3.0,0.0,0.0,0.0,353.933,4.0
heavy-things,102.0,0.0196078431372549,0.0196078431372549,0.0,356.702,6.0
hello-my-baby,57.0,0.08771929824561403,0.03508771929824561,0.017543859649122806,103.419,17.0
help-me,1.0,0.0,0.0,0.0,326.713,21.0
help-on-the-way,1.0,0.0,0.0,0.0,520.281,8.0
helpless,1.0,0.0,0.0,0.0,464.353,10.0
helpless-dancer,1.0,0.0,0.0,0.0,140.852,17.0
helter-skelter,2.0,0.0,0.0,0.0,211.174,18.0
hey-stranger,15.0,0.13333333333333333,0.0,0.0,496.944,6.0
hey-you,1.0,0.0,0.0,0.0,501.198,3.0
high-heel-sneakers,1.0,0.0,0.0,0.0,347.82,10.0
highway-to-hell,77.0,0.0,0.0,0.0,228.5845,21.0
hold-to-a-dream,1.0,0.0,0.0,0.0,186.671,9.0
hold-whatcha-got,1.0,0.0,0.0,0.0,297.143,17.0
hold-your-head-up,538.0,0.08736059479553904,0.01858736059479554,0.0055762081784386614,197.198,20.0
home,7.0,0.0,0.0,0.0,524.408,5.0
honey-pie,1.0,0.0,0.0,0.0,162.011,38.0
honky-tonk-women,2.0,0.0,0.0,0.0,537.9395,19.5
hoochie-coochie-man,2.0,0.0,0.0,0.0,497.4105,18.0
horn,177.0,0.01694915254237288,0.0,0.0,227.644,7.0
hotel-california,1.0,0.0,0.0,0.0,364.931,2.0
houses-in-motion,1.0,0.0,0.0,0.0,536.764,15.0
how-high-the-moon,6.0,0.0,0.0,0.0,259.3695,9.0
how-many-people-are-you,10.0,0.0,0.0,0.0,461.2575,5.5
human-nature,2.0,0.0,0.0,0.0,451.656,6.5
hurricane,1.0,0.0,0.0,0.0,541.649,2.0
i-always-wanted-it-this-way,23.0,0.5652173913043478,0.043478260869565216,0.043478260869565216,609.959,15.0
i-am-hydrogen,355.0,0.016901408450704224,0.0,0.0,173.688,13.0
i-am-in-miami,2.0,0.0,0.0,0.0,405.587,18.0
i-am-the-sea,1.0,0.0,0.0,0.0,211.461,10.0
i-am-the-walrus,9.0,0.0,0.0,0.0,425.587,14.0
i-been-around,9.0,0.0,0.0,0.0,145.344,11.0
i-been-to-georgia-on-a-fast-train,1.0,0.0,0.0,0.0,406.491,13.0
i-can-t-get-no-satisfaction,1.0,0.0,0.0,0.0,241.44,7.0
i-can-t-turn-you-loose,3.0,0.3333333333333333,0.0,0.0,461.53150000000005,13.0
i-didn-t-know,269.0,0.02973977695167286,0.011152416356877323,0.0037174721189591076,228.833,9.0
i-don-t-care,3.0,0.0,0.0,0.0,314.4225,11.0
i-found-a-reason,2.0,0.0,0.0,0.0,309.92999999999995,19.0
i-gave-my-love-a-cherry,1.0,0.0,0.0,0.0,446.537,8.0
i-get-a-kick-out-of-you,2.0,0.0,0.0,0.0,203.6115,8.5
i-just-want-to-see-his-face,1.0,0.0,0.0,0.0,435.566,22.0
i-kissed-a-girl,1.0,0.0,0.0,0.0,119.641,18.0
i-know-a-little,5.0,0.4,0.0,0.0,309.002,16.0
i-ll-come-running,2.0,0.0,0.0,0.0,212.323,13.0
i-m-blue-i-m-lonesome,31.0,0.0,0.0,0.0,177.058,9.0
i-m-gonna-be-500-miles,1.0,0.0,0.0,0.0,170.919,11.0
i-m-one,1.0,0.0,0.0,0.0,196.545,15.0
i-m-so-tired,2.0,0.0,0.0,0.0,358.0605,17.0
i-never-left-home,1.0,0.0,0.0,0.0,506.424,13.0
i-never-needed-you-like-this-before,14.0,0.07142857142857142,0.07142857142857142,0.0,360.05899999999997,5.0
i-shall-be-released,1.0,0.0,0.0,0.0,363.938,12.0
i-told-you-so,1.0,0.0,0.0,0.0,291.762,16.0
i-ve-got-you-under-my-skin,1.0,0.0,0.0,0.0,346.7235,13.0
i-ve-had-enough,1.0,0.0,0.0,0.0,220.552,19.0
i-ve-turned-bad,1.0,0.0,0.0,0.0,593.789,18.0
i-walk-the-line,10.0,0.0,0.0,0.0,238.746,17.5
i-wan-na-be-like-you,9.0,0.1111111111111111,0.0,0.0,418.8865,18.0
i-want-to-be-a-cowboy-s-sweetheart,1.0,0.0,0.0,0.0,393.456,21.0
i-will,1.0,0.0,0.0,0.0,166.243,28.0
i-wish,2.0,0.0,0.0,0.0,420.571,10.5
icculus,32.0,0.125,0.03125,0.03125,343.11800000000005,17.5
idea,1.0,0.0,0.0,0.0,485.747,15.0
if-6-was-9,1.0,1.0,1.0,0.0,932.624,8.0
if-i-could,68.0,0.014705882352941176,0.0,0.0,415.66,7.5
if-i-don-t-be-there-by-morning,1.0,0.0,0.0,0.0,364.931,12.0
if-i-only-had-a-brain,41.0,0.04878048780487805,0.0,0.0,205.061,20.0
if-you-need-a-fool,3.0,0.0,0.0,0.0,246.178,6.0
immigrant-song,2.0,0.0,0.0,0.0,364.94399999999996,16.0
in-a-hole,8.0,0.0,0.0,0.0,298.619,16.5
in-a-mellow-tone,2.0,1.0,0.0,0.0,889.731,6.5
in-the-aeroplane-over-the-sea,1.0,0.0,0.0,0.0,375.85,6.0
in-the-good-old-summer-time,2.0,0.0,0.0,0.0,186.64600000000002,10.0
in-the-midnight-hour,5.0,0.0,0.0,0.0,374.413,5.0
infinite,2.0,0.0,0.0,0.0,521.7045,5.5
instant-karma,3.0,0.0,0.0,0.0,255.582,11.0
intro,1.0,0.0,0.0,0.0,212.568,12.0
invisible,2.0,0.0,0.0,0.0,263.706,4.0
iron-man,2.0,0.0,0.0,0.0,239.228,24.0
is-it-in-my-head,1.0,0.0,0.0,0.0,343.197,18.0
is-this-what-you-wanted,1.0,0.0,0.0,0.0,337.972,30.0
it-ain-t-easy,1.0,0.0,0.0,0.0,210.782,17.0
it-s-all-right,1.0,0.0,0.0,0.0,490.005,23.0
it-s-ice,257.0,0.0933852140077821,0.011673151750972763,0.0,513.946,7.0
izabella,21.0,0.0,0.0,0.0,331.703,14.0
jagermeister-song,2.0,0.0,0.0,0.0,240.927,17.5
jam,107.0,0.1588785046728972,0.07476635514018691,0.037383177570093455,389.4725,11.0
jennifer-dances,4.0,0.0,0.0,0.0,313.339,14.5
jessica,1.0,0.0,0.0,0.0,169.691,14.0
jesus-just-left-chicago,82.0,0.34146341463414637,0.024390243902439025,0.012195121951219513,551.9675,14.5
john-hardy,1.0,0.0,0.0,0.0,196.536,6.0
johnny-b-goode,23.0,0.13043478260869565,0.043478260869565216,0.0,313.783,17.0
joy,58.0,0.017241379310344827,0.0,0.0,348.66949999999997,16.0
julia,1.0,0.0,0.0,0.0,140.304,29.0
julius,240.0,0.11666666666666667,0.0125,0.008333333333333333,491.1805,13.0
jump-monk,2.0,0.0,0.0,0.0,268.5515,3.5
jumpin-jack-flash,1.0,0.0,0.0,0.0,385.881,17.0
jungle-boogie,2.0,0.0,0.0,0.0,308.472,19.0
keeping-it-real,2.0,0.5,0.0,0.0,504.01199999999994,7.0
keyboard-army,15.0,0.0,0.0,0.0,247.954,15.0
kill-devil-falls,122.0,0.28688524590163933,0.06557377049180328,0.01639344262295082,521.979,5.0
killer-joe,1.0,0.0,0.0,0.0,346.7235,11.0
killing-in-the-name,1.0,0.0,0.0,0.0,288.758,20.0
knuckle-bone-broth-avenue,3.0,0.0,0.0,0.0,412.272,3.0
kung,39.0,0.1282051282051282,0.0,0.0,220.891,15.0
l-a-woman,3.0,0.0,0.0,0.0,351.984,12.0
la-grange,82.0,0.04878048780487805,0.0,0.0,317.29650000000004,13.0
lady-stardust,1.0,0.0,0.0,0.0,211.409,18.0
lawn-boy,223.0,0.02242152466367713,0.008968609865470852,0.008968609865470852,180.7025,10.0
layla,1.0,0.0,0.0,0.0,484.232,11.0
le-freak,1.0,0.0,0.0,0.0,364.931,4.0
leaves,17.0,0.058823529411764705,0.058823529411764705,0.0,481.152,8.0
legalize-it,1.0,0.0,0.0,0.0,449.306,21.0
lengthwise,32.0,0.0625,0.03125,0.0,128.313,18.5
leprechaun,3.0,0.0,0.0,0.0,261.564,16.0
let-it-loose,3.0,0.0,0.0,0.0,358.766,13.0
let-me-lie,11.0,0.0,0.0,0.0,331.8075,10.0
let-s-go,13.0,0.0,0.0,0.0,325.956,20.0
letter-to-jimmy-page,99.0,0.12121212121212122,0.050505050505050504,0.0,201.7175,9.0
life-on-mars,23.0,0.0,0.0,0.0,205.192,16.0
life-saving-gun,15.0,0.8666666666666667,0.13333333333333333,0.0,780.672,9.0
lifeboy,62.0,0.08064516129032258,0.06451612903225806,0.03225806451612903,493.15250000000003,15.0
light,132.0,0.6818181818181818,0.17424242424242425,0.030303030303030304,713.979,14.0
light-up-or-leave-me-alone,20.0,0.1,0.0,0.0,470.5045,7.0
limb-by-limb,161.0,0.34782608695652173,0.031055900621118012,0.0,549.6685,9.0
liquid-time,1.0,0.0,0.0,0.0,447.4515,12.0
listening-wind,1.0,0.0,0.0,0.0,389.042,17.0
lit-o-bit,1.0,0.0,0.0,0.0,287.451,1.0
little-red-rooster,1.0,0.0,0.0,0.0,286.642,4.0
little-tiny-butter-biscuits,5.0,0.0,0.0,0.0,244.611,9.0
lively-up-yourself,1.0,0.0,0.0,0.0,490.527,25.0
llama,326.0,0.018404907975460124,0.003067484662576687,0.0,287.66,8.0
lonely-trip,24.0,0.125,0.041666666666666664,0.0,402.144,14.0
lonesome-cowboy-bill,9.0,0.1111111111111111,0.0,0.0,251.8075,8.0
long-cool-woman-in-a-black-dress,3.0,0.0,0.0,0.0,276.5845,6.0
long-long-long,1.0,0.0,0.0,0.0,323.004,36.0
look-out-cleveland,1.0,0.0,0.0,0.0,273.371,1.0
loup-garou,1.0,1.0,0.0,0.0,690.233,24.0
love-is-what-we-are,1.0,0.0,0.0,0.0,183.693,20.0
love-me,9.0,0.1111111111111111,0.0,0.0,174.263,7.0
love-me-like-a-man,1.0,0.0,0.0,0.0,232.542,17.0
love-reign-o-er-me,1.0,0.0,0.0,0.0,378.41,26.0
love-you,96.0,0.125,0.020833333333333332,0.0,351.569,21.0
loving-cup,155.0,0.05806451612903226,0.0064516129032258064,0.0,416.444,17.0
low-rider,7.0,0.0,0.0,0.0,219.46800000000002,12.0
lucky-seven,1.0,0.0,0.0,0.0,364.931,7.0
lullaby-of-birdland,1.0,0.0,0.0,0.0,360.856,9.0
lushington,8.0,0.0,0.0,0.0,352.94,8.0
magilla,72.0,0.027777777777777776,0.0,0.0,305.162,14.0
maiden-voyage,1.0,0.0,0.0,0.0,590.498,7.0
makisupa-policeman,115.0,0.0782608695652174,0.0,0.0,369.032,13.0
mallory,1.0,0.0,0.0,0.0,214.544,17.0
manteca,16.0,0.0625,0.0,0.0,107.964,16.5
maple-leaf-rag,1.0,0.0,0.0,0.0,39.105,9.0
marissa,1.0,0.0,0.0,0.0,339.2,6.0
martha-my-dear,1.0,0.0,0.0,0.0,123.115,21.0
martian-monster,53.0,0.09433962264150944,0.018867924528301886,0.0,309.1785,5.0
maybe,1.0,0.0,0.0,0.0,375.406,10.0
maze,350.0,0.5485714285714286,0.02857142857142857,0.0,608.209,8.0
mcgrupp-and-the-watchful-hosemasters,121.0,0.1487603305785124,0.008264462809917356,0.0,536.072,13.0
me-and-bobby-mcgee,1.0,0.0,0.0,0.0,364.931,1.0
mean-mr-mustard,1.0,0.0,0.0,0.0,110.498,21.0
meat,51.0,0.058823529411764705,0.0196078431372549,0.0,334.002,7.0
meatstick,77.0,0.1038961038961039,0.025974025974025976,0.012987012987012988,397.3225,15.0
mellow-mood,10.0,0.0,0.0,0.0,198.152,3.5
melt-the-guns,4.0,0.0,0.0,0.0,500.663,11.0
memories,42.0,0.0,0.0,0.0,78.681,21.0
mercenary-territory,1.0,0.0,0.0,0.0,309.603,17.0
mercury,43.0,0.7674418604651163,0.37209302325581395,0.09302325581395349,804.493,12.0
mercy,7.0,0.7142857142857143,0.7142857142857143,0.0,1022.088,13.0
merry-pranksters-jam,2.0,1.0,0.5,0.0,908.9565,19.0
messin-with-the-kid,2.0,0.0,0.0,0.0,438.217,18.5
metal-bagel-death,1.0,0.0,0.0,0.0,242.756,7.0
mexican-cousin,15.0,0.0,0.0,0.0,264.6205,8.0
middle-of-the-road,2.0,0.0,0.0,0.0,300.591,6.5
midnight-moonlight,1.0,0.0,0.0,0.0,346.56,11.0
midnight-on-the-highway,1.0,0.0,0.0,0.0,212.558,6.0
midnight-rider,2.0,0.0,0.0,0.0,232.908,9.5
mike-s-song,561.0,0.17647058823529413,0.053475935828877004,0.016042780748663103,448.261,13.0
mind-left-body-jam,8.0,0.125,0.125,0.0,473.548,13.0
minute-by-minute,3.0,0.0,0.0,0.0,439.58849999999995,20.0
mirror-in-the-bathroom,1.0,0.0,0.0,0.0,44.957,15.0
miss-you,20.0,0.0,0.0,0.0,447.744,14.0
misty-mountain-hop,4.0,0.5,0.25,0.0,625.058,15.5
mo-better-blues,2.0,0.0,0.0,0.0,346.7235,10.5
moby-dick,8.0,0.75,0.125,0.0,636.012,17.5
mock-song,3.0,0.0,0.0,0.0,261.251,6.0
money,1.0,0.0,0.0,0.0,426.005,19.0
monkey-man,1.0,0.0,0.0,0.0,405.133,16.0
monsters,11.0,0.0,0.0,0.0,468.024,13.0
moonage-daydream,10.0,0.0,0.0,0.0,390.533,9.5
moonlight-in-vermont,1.0,0.0,0.0,0.0,248.581,7.0
moose-the-mooche,1.0,0.0,0.0,0.0,298.005,15.0
more,51.0,0.0392156862745098,0.0196078431372549,0.0,359.1585,15.0
most-events-aren-t-planned,20.0,0.25,0.0,0.0,538.5685000000001,10.0
mother-nature-s-son,1.0,0.0,0.0,0.0,195.109,32.0
mound,119.0,0.04201680672268908,0.008403361344537815,0.0,353.724,8.0
mountain-dew,1.0,0.0,0.0,0.0,176.976,5.0
mountains-in-the-mist,45.0,0.06666666666666667,0.022222222222222223,0.0,434.502,10.0
mozambique,5.0,0.2,0.2,0.0,342.256,3.0
mr-completely,17.0,0.7647058823529411,0.5294117647058824,0.17647058823529413,989.712,11.0
mr-p-c,3.0,0.3333333333333333,0.0,0.0,459.416,3.0
mull,17.0,0.23529411764705882,0.0,0.0,522.2695,6.0
mustang-sally,9.0,0.1111111111111111,0.0,0.0,403.749,13.0
my-favorite-things,2.0,0.0,0.0,0.0,364.931,6.5
my-friend-my-friend,183.0,0.08743169398907104,0.04371584699453552,0.01092896174863388,388.232,8.0
my-funny-valentine,1.0,0.0,0.0,0.0,346.7235,5.0
my-generation,1.0,0.0,0.0,0.0,292.101,31.0
my-left-toe,5.0,0.2,0.2,0.0,553.378,13.0
my-life-as-a-pez,1.0,0.0,0.0,0.0,113.946,18.0
my-long-journey-home,16.0,0.0,0.0,0.0,209.04500000000002,15.0
my-mind-s-got-a-mind-of-its-own,47.0,0.02127659574468085,0.0,0.0,150.909,6.0
my-problem-right-there,3.0,0.0,0.0,0.0,351.242,18.0
my-sharona,1.0,0.0,0.0,0.0,509.38800000000003,3.0
my-soul,98.0,0.02040816326530612,0.01020408163265306,0.01020408163265306,375.458,4.0
my-sweet-one,256.0,0.03515625,0.0078125,0.0,150.7785,11.0
mystery-achievement,1.0,0.0,0.0,0.0,509.38800000000003,2.0
nellie-kane,76.0,0.02631578947368421,0.0,0.0,190.72,8.0
never,1.0,0.0,0.0,0.0,113.502,3.0
new-age,1.0,0.0,0.0,0.0,518.4,15.0
nicu,158.0,0.02531645569620253,0.006329113924050633,0.0,323.352,6.0
night-and-day,1.0,0.0,0.0,0.0,277.055,16.0
night-moves,1.0,0.0,0.0,0.0,109.349,4.0
night-nurse,1.0,0.0,0.0,0.0,235.468,20.0
ninety-nine-years-and-one-dark-day,1.0,0.0,0.0,0.0,247.719,8.0
no-dogs-allowed,6.0,0.16666666666666666,0.0,0.0,254.44549999999998,16.0
no-good-trying,3.0,0.0,0.0,0.0,179.644,20.0
no-men-in-no-man-s-land,84.0,0.5833333333333334,0.17857142857142858,0.05952380952380952,615.0535,10.0
no-quarter,20.0,0.1,0.05,0.0,462.346,15.0
no-reply-at-all,1.0,0.0,0.0,0.0,418.9,2.0
no2,9.0,0.0,0.0,0.0,192.052,11.0
not-fade-away,1.0,0.0,0.0,0.0,129.959,16.0
nothin-but-a-nothin,2.0,0.5,0.5,0.5,800.5277000000001,17.5
nothing,9.0,0.1111111111111111,0.0,0.0,352.705,7.0
nowhere-fast,1.0,0.0,0.0,0.0,142.002,17.0
o-canada,1.0,0.0,0.0,0.0,143.7,1.0
o-holy-night,1.0,0.0,0.0,0.0,138.083,14.0
o-mio-babbino-caro,1.0,0.0,0.0,0.0,173.009,22.0
ob-la-di-ob-la-da,2.0,0.0,0.0,0.0,177.26700000000002,18.5
oblivion,22.0,0.6818181818181818,0.3181818181818182,0.09090909090909091,706.284,11.0
ocelot,103.0,0.32038834951456313,0.0,0.0,570.3185000000001,6.0
oh-atlanta,1.0,0.0,0.0,0.0,249.731,13.0
oh-sweet-nuthin,6.0,0.0,0.0,0.0,453.4855,18.5
old-folks-boogie,1.0,0.0,0.0,0.0,308.193,14.0
olivia-s-pool,11.0,0.0,0.0,0.0,164.846,7.0
on-green-dolphin-street,2.0,0.0,0.0,0.0,364.931,5.5
on-my-knees,1.0,0.0,0.0,0.0,420.206,12.0
on-the-road-again,2.0,0.0,0.0,0.0,141.17899999999997,20.5
on-the-run,1.0,0.0,0.0,0.0,431.7,16.0
on-your-way-down,23.0,0.043478260869565216,0.0,0.0,386.717,8.0
once-in-a-lifetime,2.0,0.0,0.0,0.0,283.664,21.5
one-meatball,1.0,0.0,0.0,0.0,303.595,3.0
over-the-rainbow,7.0,0.0,0.0,0.0,287.3865,15.0
oye-como-va,1.0,0.0,0.0,0.0,330.227,21.0
p-funk-medley,1.0,1.0,1.0,0.0,1099.968,16.0
party-time,38.0,0.02631578947368421,0.0,0.0,453.4075,4.5
passing-through,6.0,0.0,0.0,0.0,384.887,14.5
paul-and-silas,92.0,0.07608695652173914,0.043478260869565216,0.03260869565217391,200.803,9.0
peaches-en-regalia,88.0,0.011363636363636364,0.0,0.0,204.983,7.0
pebbles-and-marbles,32.0,0.46875,0.15625,0.0,578.2705000000001,8.0
petrichor,14.0,0.8571428571428571,0.7857142857142857,0.0,981.8385000000001,7.0
phase-dance,4.0,0.0,0.0,0.0,471.915,7.5
piano-boogie-woogie-jam,1.0,0.0,0.0,0.0,346.7235,12.0
piano-duet,2.0,0.0,0.0,0.0,216.35899999999998,22.5
pig-in-a-pen,2.0,0.0,0.0,0.0,226.6645,17.0
piggies,2.0,0.0,0.0,0.0,210.312,14.0
pigtail,5.0,0.0,0.0,0.0,422.328,3.0
pillow-jets,14.0,0.42857142857142855,0.14285714285714285,0.07142857142857142,588.9965,13.0
piper,211.0,0.44075829383886256,0.1895734597156398,0.05687203791469194,582.7265,14.0
plasma,42.0,0.30952380952380953,0.023809523809523808,0.0,509.064,11.0
play-by-play,3.0,0.0,0.0,0.0,404.664,13.0
playing-in-the-band,1.0,1.0,0.0,0.0,690.077,20.0
please-send-me-someone-to-love,1.0,0.0,0.0,0.0,446.537,9.0
poor-heart,314.0,0.041401273885350316,0.0,0.0,156.21249999999998,6.0
possum,587.0,0.303236797274276,0.017035775127768313,0.005110732538330494,555.3375,11.0
powderfinger,1.0,0.0,0.0,0.0,390.949,17.0
prep-school-hippie,8.0,0.0,0.0,0.0,346.9975,8.0
prince-caspian,185.0,0.2,0.032432432432432434,0.005405405405405406,454.45849999999996,13.0
proud-mary,2.0,0.0,0.0,0.0,451.161,11.5
psycho-killer,4.0,0.0,0.0,0.0,180.23149999999998,12.5
punch-me-in-the-eye,1.0,0.0,0.0,0.0,364.042,7.0
punch-you-in-the-eye,168.0,0.06547619047619048,0.005952380952380952,0.0,498.9125,5.0
purple-rain,32.0,0.21875,0.125,0.09375,402.808,18.0
pusherman,1.0,0.0,0.0,0.0,123.664,27.0
quadrophenia,1.0,0.0,0.0,0.0,368.431,12.0
quadrophonic-toppling,2.0,1.0,1.0,1.0,1273.9789999999998,21.0
quinn-the-eskimo-the-mighty-quinn,39.0,0.0,0.0,0.0,336.875,20.0
ramble-on,3.0,0.3333333333333333,0.0,0.0,498.077,7.0
rapper-s-delight,1.0,0.0,0.0,0.0,312.869,15.0
reba,418.0,0.8947368421052632,0.11483253588516747,0.004784688995215311,747.076,7.0
rescue-squad,1.0,0.0,0.0,0.0,182.518,26.0
revival,1.0,0.0,0.0,0.0,296.856,7.0
revolution,4.0,0.0,0.0,0.0,516.807,16.0
revolution-1,1.0,0.0,0.0,0.0,159.425,37.0
revolution-9,1.0,0.0,0.0,0.0,330.736,41.0
revolution-s-over,1.0,0.0,0.0,0.0,347.298,26.0
rhinoceros,1.0,0.0,0.0,0.0,455.941,1.0
rhombus-narration,12.0,0.16666666666666666,0.08333333333333333,0.0,234.372,6.5
rhymes,1.0,0.0,0.0,0.0,360.777,7.0
ride-captain-ride,17.0,0.0,0.0,0.0,338.50800000000004,10.0
rift,320.0,0.021875,0.003125,0.0,369.39300000000003,6.0
rip-this-joint,1.0,0.0,0.0,0.0,173.192,11.0
rise-come-together,19.0,0.15789473684210525,0.05263157894736842,0.05263157894736842,338.024,14.0
roadhouse-blues,1.0,0.0,0.0,0.0,515.762,5.0
roadrunner,1.0,0.0,0.0,0.0,348.761,1.0
rock-a-william,6.0,0.0,0.0,0.0,409.94,15.0
rock-and-roll,95.0,0.5157894736842106,0.12631578947368421,0.010526315789473684,605.7275,14.0
rock-and-roll-all-nite,1.0,0.0,0.0,0.0,248.189,28.0
rock-and-roll-part-two,1.0,0.0,0.0,0.0,121.208,1.0
rock-me-baby,1.0,1.0,0.0,0.0,734.616,7.0
rock-n-roll-suicide,2.0,0.0,0.0,0.0,229.82549999999998,22.0
rocket-in-my-pocket,2.0,0.0,0.0,0.0,289.76300000000003,13.5
rocket-man,1.0,0.0,0.0,0.0,264.49,18.0
rocks-off,1.0,0.0,0.0,0.0,310.282,10.0
rocky-mountain-way,2.0,0.0,0.0,0.0,151.876,21.0
rocky-raccoon,1.0,0.0,0.0,0.0,176.013,25.0
rocky-top,207.0,0.033816425120772944,0.00966183574879227,0.0,171.598,21.0
roggae,115.0,0.14782608695652175,0.008695652173913044,0.0,522.88,6.0
roll-in-my-sweet-baby-s-arms,2.0,0.0,0.0,0.0,258.1895,13.0
roll-like-a-cantaloupe,4.0,0.5,0.0,0.0,646.204,16.0
roses-are-free,53.0,0.1320754716981132,0.07547169811320754,0.05660377358490566,330.998,7.0
rotation-jam,4.0,0.25,0.0,0.0,341.355,14.5
round-room,7.0,0.2857142857142857,0.0,0.0,368.901,7.0
ruby-waves,42.0,0.8095238095238095,0.42857142857142855,0.16666666666666666,866.508,13.0
run-like-an-antelope,504.0,0.7559523809523809,0.051587301587301584,0.003968253968253968,657.1625,12.0
runaway-jim,413.0,0.15738498789346247,0.048426150121065374,0.021791767554479417,474.436,6.0
runnin-with-the-devil,1.0,0.0,0.0,0.0,253.127,22.0
