song_slug,n,pct_ge_10,pct_ge_15,pct_ge_20,median_duration,median_position
running-out-of-time,2.0,0.0,0.0,0.0,201.7045,11.0
sabotage,6.0,0.0,0.0,0.0,219.964,20.0
sad-lisa,1.0,0.0,0.0,0.0,258.403,10.0
sailin-shoes,1.0,0.0,0.0,0.0,297.273,25.0
sample-in-a-jar,314.0,0.025477707006369428,0.006369426751592357,0.0,307.174,6.5
samson-and-delilah,1.0,0.0,0.0,0.0,403.722,16.0
samson-variation,4.0,0.25,0.25,0.0,327.30100000000004,12.5
sand,159.0,0.6163522012578616,0.13836477987421383,0.03773584905660377,623.9345000000001,12.0
sanity,46.0,0.021739130434782608,0.0,0.0,336.64,14.5
satin-doll,20.0,0.0,0.0,0.0,291.187,9.5
savoy-truffle,1.0,0.0,0.0,0.0,281.469,39.0
saw-it-again,52.0,0.038461538461538464,0.019230769230769232,0.0,368.8245,9.5
say-it-to-me-s-a-n-t-o-s,51.0,0.0392156862745098,0.0196078431372549,0.0,362.172,18.0
say-something,2.0,0.5,0.0,0.0,638.864,12.0
scabbard,2.0,0.0,0.0,0.0,334.3805,5.5
scarlet-begonias,3.0,0.3333333333333333,0.0,0.0,555.4339399999999,8.0
scent-of-a-mule,147.0,0.3469387755102041,0.013605442176870748,0.006802721088435374,526.3935,10.0
scents-and-subtle-sounds,49.0,0.6326530612244898,0.30612244897959184,0.08163265306122448,709.251,13.0
sea-and-sand,4.0,0.0,0.0,0.0,210.821,17.5
secret-language-instructions,12.0,0.16666666666666666,0.0,0.0,237.20499999999998,14.0
secret-smile,9.0,0.0,0.0,0.0,308.088,14.0
see-that-my-grave-is-kept-clean,1.0,0.0,0.0,0.0,371.148,1.0
seen-and-not-seen,1.0,0.0,0.0,0.0,261.355,16.0
self,5.0,0.0,0.0,0.0,310.036,24.0
send-in-the-clowns,1.0,0.0,0.0,0.0,403.644,18.0
set-your-soul-free,47.0,0.7446808510638298,0.3617021276595745,0.19148936170212766,737.159,9.0
setting-sail,4.0,0.0,0.0,0.0,72.699,14.0
seven-below,53.0,0.4716981132075472,0.1509433962264151,0.07547169811320754,575.007,13.0
sexual-healing,4.0,0.0,0.0,0.0,371.226,16.0
sexy-sadie,1.0,0.0,0.0,0.0,264.072,34.0
shade,32.0,0.125,0.03125,0.0,301.872,10.0
shafty,10.0,0.0,0.0,0.0,204.2255,7.0
shaggy-dog,17.0,0.058823529411764705,0.058823529411764705,0.0,246.5045,9.0
shake-your-coconuts,2.0,0.5,0.0,0.0,401.473,3.5
shake-your-hips,1.0,0.0,0.0,0.0,277.786,12.0
she-caught-the-katy-and-left-me-a-mule-to-ride,7.0,0.0,0.0,0.0,245.9425,5.0
she-s-so-cold,1.0,0.0,0.0,0.0,356.885,20.0
she-thinks-i-still-care,1.0,0.0,0.0,0.0,274.442,11.0
shine,1.0,0.0,0.0,0.0,438.988,8.0
shine-a-light,29.0,0.0,0.0,0.0,343.053,19.0
shipwreck,2.0,0.0,0.0,0.0,305.983,11.0
show-of-life,33.0,0.030303030303030304,0.0,0.0,350.929,20.0
sightless-escape,4.0,0.25,0.25,0.0,473.626,11.5
sigma-oasis,46.0,0.5652173913043478,0.15217391304347827,0.043478260869565216,602.304,7.5
silent-in-the-morning,188.0,0.047872340425531915,0.0,0.0,307.409,14.0
simple,213.0,0.3615023474178404,0.11737089201877934,0.04225352112676056,520.6075000000001,12.0
sing-monica,8.0,0.0,0.0,0.0,287.6735,15.5
sixteen-candles,1.0,0.0,0.0,0.0,365.061,17.0
skin-it-back,15.0,0.06666666666666667,0.0,0.0,462.3675,7.0
skippy-the-wondermouse,4.0,0.75,0.25,0.0,741.224,8.0
slave-to-the-traffic-light,294.0,0.5544217687074829,0.02040816326530612,0.0,609.8285000000001,17.0
sleep,18.0,0.05555555555555555,0.0,0.0,150.5205,8.0
sleep-again,8.0,0.0,0.0,0.0,359.51,6.0
sleeping-monkey,97.0,0.020618556701030927,0.020618556701030927,0.010309278350515464,341.6295,21.0
slipknot,1.0,0.0,0.0,0.0,379.115,9.0
slow-ride,1.0,0.0,0.0,0.0,509.38800000000003,4.0
smells-like-teen-spirit,1.0,0.0,0.0,0.0,362.789,25.0
smoke-on-the-water,1.0,0.0,0.0,0.0,336.797,24.0
sneakin-sally-through-the-alley,85.0,0.2,0.047058823529411764,0.0,467.2785,12.0
snow,1.0,0.0,0.0,0.0,221.362,19.0
so-damn-lucky,1.0,0.0,0.0,0.0,350.424,16.0
so-lonely,1.0,0.0,0.0,0.0,298.397,20.0
so-what,1.0,0.0,0.0,0.0,364.931,16.0
something,4.0,0.0,0.0,0.0,203.95100000000002,14.0
something-living-here,2.0,0.0,0.0,0.0,382.7065,12.0
soul-love,1.0,0.0,0.0,0.0,235.337,14.0
soul-planet,27.0,0.7407407407407407,0.2222222222222222,0.1111111111111111,750.682,12.0
soul-shakedown-party,14.0,0.0,0.0,0.0,292.258,1.5
soul-survivor,1.0,0.0,0.0,0.0,409.835,27.0
space-oddity,7.0,0.0,0.0,0.0,310.544,11.0
spanish-flea,1.0,0.0,0.0,0.0,439.615,13.0
spanish-moon,4.0,0.0,0.0,0.0,370.56,13.5
sparkle,335.0,0.023880597014925373,0.005970149253731343,0.0,235.703,7.0
sparks,14.0,0.14285714285714285,0.07142857142857142,0.0,165.094,14.5
speak-to-me,1.0,0.0,0.0,0.0,167.523,14.0
spices,2.0,0.5,0.0,0.0,587.481,3.0
split-open-and-melt,354.0,0.5677966101694916,0.07344632768361582,0.005649717514124294,624.039,8.0
spock-s-brain,11.0,0.0,0.0,0.0,343.38,5.0
spooky,3.0,0.3333333333333333,0.0,0.0,429.27,15.0
spread-it-round,2.0,0.0,0.0,0.0,521.992,21.0
squeeze-box,1.0,0.0,0.0,0.0,515.762,4.0
st-stephen,1.0,1.0,1.0,0.0,1072.013,6.0
st-thomas,3.0,0.0,0.0,0.0,360.307,7.0
stairway-to-heaven,2.0,0.0,0.0,0.0,471.96750000000003,15.0
stand,2.0,0.0,0.0,0.0,444.839,22.5
star,1.0,0.0,0.0,0.0,185.156,19.0
starman,2.0,0.0,0.0,0.0,335.13800000000003,15.5
starship-trooper,1.0,0.0,0.0,0.0,509.38800000000003,7.0
starship-trooper-jam,1.0,0.0,0.0,0.0,447.4515,10.0
stash,463.0,0.6609071274298056,0.08207343412526998,0.012958963282937365,669.1,7.0
stealing-time-from-the-faulty-plan,82.0,0.012195121951219513,0.0,0.0,359.9675,5.5
steam,68.0,0.3382352941176471,0.029411764705882353,0.0,546.679,9.5
steep,33.0,0.30303030303030304,0.06060606060606061,0.030303030303030304,284.343,16.0
stir-it-up,1.0,0.0,0.0,0.0,318.0015,27.0
stop-breaking-down,1.0,0.0,0.0,0.0,278.7,25.0
storage-jam,1.0,1.0,1.0,0.0,1130.475,44.0
strange-design,69.0,0.028985507246376812,0.028985507246376812,0.0,183.5235,9.0
strawberry-fields-forever,2.0,0.0,0.0,0.0,235.73450000000003,1.0
strawberry-letter-23,13.0,0.0,0.0,0.0,246.24,4.0
stray-dog,4.0,0.0,0.0,0.0,274.5465,5.5
suffragette-city,1.0,0.0,0.0,0.0,231.863,22.0
sugar-shack,34.0,0.0,0.0,0.0,369.894,6.0
summer-of-89,4.0,0.25,0.0,0.0,581.6814999999999,6.5
sunday-morning,1.0,0.0,0.0,0.0,340.872,1.0
sunshine-of-your-feeling,1.0,0.0,0.0,0.0,417.881,6.0
sunshine-superman,1.0,0.0,0.0,0.0,469.728,3.0
suspicious-minds,13.0,0.0,0.0,0.0,374.439,17.0
susskind-hotel,3.0,0.0,0.0,0.0,414.224,11.0
suzy-greenberg,456.0,0.03728070175438596,0.017543859649122806,0.0021929824561403508,349.283,12.0
sweet-adeline,177.0,0.022598870056497175,0.005649717514124294,0.0,133.08100000000002,17.0
sweet-black-angel,1.0,0.0,0.0,0.0,248.607,17.0
sweet-emotion,3.0,0.6666666666666666,0.0,0.0,688.091,16.0
sweet-georgia-brown,1.0,0.0,0.0,0.0,363.8595,7.0
sweet-jane,5.0,0.0,0.0,0.0,338.86,12.0
sweet-virginia,5.0,0.0,0.0,0.0,298.971,15.0
swept-away,33.0,0.06060606060606061,0.0,0.0,170.893,15.0
swing-low-sweet-chariot,13.0,0.0,0.0,0.0,152.66,13.0
sympathy-for-the-devil,1.0,0.0,0.0,0.0,376.007,2.0
t-v-show,1.0,0.0,0.0,0.0,299.154,23.0
t-v-theme,2.0,0.0,0.0,0.0,407.615,6.0
take-me-out-to-the-ballgame,1.0,0.0,0.0,0.0,42.998,22.0
take-me-to-the-river,2.0,0.5,0.5,0.0,499.84,13.5
take-the-a-train,122.0,0.040983606557377046,0.0,0.0,316.317,11.0
takin-care-of-business,1.0,0.0,0.0,0.0,354.508,14.0
talk,16.0,0.0,0.0,0.0,212.8065,7.5
taste,151.0,0.3708609271523179,0.019867549668874173,0.0,522.789,8.0
taste-that-surrounds,14.0,0.0,0.0,0.0,462.8635,6.0
tela,92.0,0.07608695652173914,0.010869565217391304,0.0,403.278,9.0
tell-me-something-good,1.0,0.0,0.0,0.0,303.726,10.0
tennessee-waltz,3.0,0.0,0.0,0.0,219.664,9.0
terrapin,67.0,0.13432835820895522,0.029850746268656716,0.0,313.783,21.0
terrapin-station,1.0,1.0,0.0,0.0,633.287,20.0
thank-you,1.0,0.0,0.0,0.0,340.611,20.0
thanksgiving,1.0,0.0,0.0,0.0,282.593,11.0
that-s-alright-mama,1.0,0.0,0.0,0.0,325.12,26.0
the-9th-cube,2.0,0.5,0.0,0.0,451.566,7.5
the-asse-festival,24.0,0.0,0.0,0.0,136.882,8.5
the-ballad-of-curtis-loew,48.0,0.041666666666666664,0.0,0.0,312.346,16.0
the-birds,5.0,0.0,0.0,0.0,270.002,2.0
the-birdwatcher,4.0,0.0,0.0,0.0,195.42200000000003,11.0
the-chase,7.0,0.0,0.0,0.0,72.15,11.0
the-chicken,1.0,0.0,0.0,0.0,337.842,1.0
the-chinese-water-torture,1.0,0.0,0.0,0.0,400.927,20.0
the-connection,6.0,0.0,0.0,0.0,289.03200000000004,7.5
the-continuing-story-of-bungalow-bill,1.0,0.0,0.0,0.0,359.784,18.0
the-cover-of-rolling-stone,1.0,0.0,0.0,0.0,185.051,2.0
the-curtain,123.0,0.04065040650406504,0.016260162601626018,0.0,383.974,8.0
the-curtain-with,45.0,0.8444444444444444,0.24444444444444444,0.0,823.1780000000001,4.0
the-dickie-scotland-song,1.0,0.0,0.0,0.0,466.651,21.0
the-dirty-jobs,1.0,0.0,0.0,0.0,340.088,16.0
the-dogs,18.0,0.0,0.0,0.0,301.688,4.5
the-final-hurrah,18.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,525.231,6.5
the-fishin-hole,2.0,0.0,0.0,0.0,102.818,10.0
the-fog-that-surrounds,8.0,0.0,0.0,0.0,402.207,6.5
the-gambler,1.0,0.0,0.0,0.0,227.422,6.0
the-great-curve,1.0,0.0,0.0,0.0,547.239,13.0
the-great-gig-in-the-sky,12.0,0.08333333333333333,0.0,0.0,355.56550000000004,18.5
the-happy-whip-and-dung-song,1.0,0.0,0.0,0.0,501.198,14.0
the-haunted-house,1.0,0.0,0.0,0.0,324.127,13.0
the-horse,173.0,0.05202312138728324,0.023121387283236993,0.005780346820809248,87.387,13.0
the-howling,21.0,0.047619047619047616,0.0,0.0,443.076,13.0
the-inlaw-josie-wales,17.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,193.855,11.0
the-inner-reaches-of-outer,1.0,0.0,0.0,0.0,300.904,14.0
the-landlady,217.0,0.02304147465437788,0.004608294930875576,0.0,230.9415,6.0
the-last-step,1.0,0.0,0.0,0.0,433.868,6.0
the-line,37.0,0.02702702702702703,0.0,0.0,387.631,9.0
the-lion-sleeps-tonight,1.0,0.0,0.0,0.0,521.117,17.0
the-little-drummer-boy,5.0,0.0,0.0,0.0,159.823,18.0
the-lizards,332.0,0.6807228915662651,0.015060240963855422,0.0030120481927710845,612.467,13.0
the-maker,2.0,0.0,0.0,0.0,330.11199999999997,19.0
the-man-who-stepped-into-yesterday,148.0,0.05405405405405406,0.02027027027027027,0.0,210.965,12.0
the-mango-song,109.0,0.05504587155963303,0.009174311926605505,0.0,445.283,13.0
the-moma-dance,212.0,0.22169811320754718,0.02830188679245283,0.0,503.484,3.0
the-night-the-lights-went-out-in-georgia,1.0,0.0,0.0,0.0,382.512,17.0
the-ocean,1.0,0.0,0.0,0.0,435.29150000000004,20.0
the-oh-kee-pa-ceremony,220.0,0.031818181818181815,0.013636363636363636,0.0,106.371,9.0
the-old-home-place,50.0,0.04,0.0,0.0,206.8505,6.0
the-other-one,1.0,1.0,0.0,0.0,893.858,17.0
the-overload,1.0,1.0,0.0,0.0,757.211,18.0
the-pendulum,2.0,0.0,0.0,0.0,440.216,7.5
the-practical-song,2.0,0.0,0.0,0.0,61.205,16.0
the-price-of-love,2.0,0.0,0.0,0.0,332.748,13.0
the-prison-joke,2.0,0.0,0.0,0.0,331.024,26.0
the-punk-meets-the-godfather,1.0,0.0,0.0,0.0,293.956,14.0
the-real-me,2.0,0.0,0.0,0.0,374.7525,12.0
the-rock,1.0,0.0,0.0,0.0,395.546,25.0
the-rover,1.0,0.0,0.0,0.0,480.261,13.0
the-silver-light,1.0,0.0,0.0,0.0,285.44,4.0
the-sloth,176.0,0.03409090909090909,0.017045454545454544,0.0,230.439,8.0
the-squirming-coil,374.0,0.20855614973262032,0.00267379679144385,0.0,494.568,13.0
the-star-spangled-banner,27.0,0.0,0.0,0.0,110.472,9.0
the-tears-of-a-clown,1.0,0.0,0.0,0.0,214.57,6.0
the-thrill-is-gone,1.0,1.0,1.0,0.0,1102.838,6.0
the-unsafe-bridge,1.0,0.0,0.0,0.0,220.238,19.0
the-unwinding,1.0,1.0,0.0,0.0,829.309,16.0
the-very-long-fuse,4.0,0.0,0.0,0.0,275.06899999999996,7.5
the-vibration-of-life,22.0,0.13636363636363635,0.045454545454545456,0.0,371.3565,14.5
the-way-it-goes,1.0,1.0,1.0,0.0,919.876,5.0
the-wedge,132.0,0.022727272727272728,0.007575757575757576,0.0,413.936,10.0
the-well,10.0,0.1,0.1,0.1,491.808,8.5
the-wind-cries-mary,1.0,0.0,0.0,0.0,247.8,17.0
them-changes,1.0,0.0,0.0,0.0,448.888,14.0
theme-from-new-york-new-york,2.0,0.0,0.0,0.0,340.549,24.5
theme-from-star-trek,1.0,0.0,0.0,0.0,39.367,17.0
theme-from-the-bottom,197.0,0.3756345177664975,0.03553299492385787,0.0,563.331,8.0
things-people-do,9.0,0.1111111111111111,0.1111111111111111,0.0,188.996,8.0
thread,8.0,0.25,0.0,0.0,529.28,6.5
three-little-birds,1.0,0.0,0.0,0.0,370.521,21.0
thunder-road,1.0,0.0,0.0,0.0,367.02,9.0
thunderhead,7.0,0.0,0.0,0.0,422.165,13.0
tide-turns,7.0,0.14285714285714285,0.0,0.0,308.637,17.0
timber,3.0,0.0,0.0,0.0,192.549,11.0
timber-jerry-the-mule,107.0,0.08411214953271028,0.028037383177570093,0.0,404.898,10.0
time,1.0,0.0,0.0,0.0,279.641,17.0
time-loves-a-hero,8.0,0.125,0.0,0.0,313.156,7.0
time-turns-elastic,18.0,1.0,1.0,0.0,1004.173,10.0
to-france,1.0,0.0,0.0,0.0,357.59000000000003,26.0
tomorrow-s-song,1.0,0.0,0.0,0.0,286.694,18.0
tonight,1.0,0.0,0.0,0.0,357.642,10.0
torn-and-frayed,10.0,0.0,0.0,0.0,459.977,4.5
touch-me,9.0,0.0,0.0,0.0,222.851,19.0
tower-jam,1.0,1.0,1.0,1.0,1617.4136000000012,27.0
train-round-the-bend,1.0,0.0,0.0,0.0,417.254,19.0
train-song,60.0,0.016666666666666666,0.0,0.0,178.2465,7.5
trane-to-conamarra,1.0,1.0,0.0,0.0,724.976,13.0
trench-town-rock,1.0,0.0,0.0,0.0,298.057,1.0
tripe-face-boogie,1.0,0.0,0.0,0.0,459.233,20.0
tube,202.0,0.12871287128712872,0.01485148514851485,0.0,366.456,7.0
tubthumping,1.0,0.0,0.0,0.0,303.804,23.0
tuesday,2.0,0.0,0.0,0.0,373.8105,6.0
tuesday-s-gone,1.0,0.0,0.0,0.0,532.741,16.0
tumbling-dice,1.0,0.0,0.0,0.0,351.06,14.0
turd-on-the-run,1.0,0.0,0.0,0.0,250.802,20.0
turtle-in-the-clouds,20.0,0.0,0.0,0.0,428.147,3.0
tush,2.0,0.0,0.0,0.0,309.0935,27.5
tweezer,464.0,0.7327586206896551,0.25,0.09913793103448276,702.733,13.0
tweezer-reprise,337.0,0.011869436201780416,0.005934718100890208,0.002967359050445104,216.033,21.0
twenty-years-later,47.0,0.1702127659574468,0.0425531914893617,0.02127659574468085,464.98,14.0
twist,194.0,0.4329896907216495,0.12371134020618557,0.03608247422680412,582.4259999999999,13.0
two-versions-of-me,8.0,0.0,0.0,0.0,407.48400000000004,9.0
uncle-pen,213.0,0.018779342723004695,0.014084507042253521,0.009389671361502348,253.388,9.0
uncloudy-day,1.0,0.0,0.0,0.0,202.58,10.0
undermind,62.0,0.14516129032258066,0.04838709677419355,0.0,471.6825,5.0
undun,6.0,0.0,0.0,0.0,240.74450000000002,18.5
united-we-stand,1.0,0.0,0.0,0.0,286.485,30.0
unknown,4.0,0.0,0.0,0.0,364.931,8.0
unknown-song,1.0,0.0,0.0,0.0,323.592,6.0
us-and-them,1.0,0.0,0.0,0.0,211.696,20.0
vacuum-solo,9.0,0.3333333333333333,0.0,0.0,504.738,9.0
ventilator-blues,1.0,0.0,0.0,0.0,332.095,21.0
victim,2.0,0.0,0.0,0.0,458.46,9.0
viola-lee-blues,1.0,1.0,0.0,0.0,874.475,20.0
voodoo-child-slight-return,1.0,0.0,0.0,0.0,501.198,2.0
vultures,51.0,0.0784313725490196,0.0,0.0,438.968,6.0
wading-in-the-velvet-sea,112.0,0.0625,0.008928571428571428,0.0,405.7205,16.0
wait,6.0,0.16666666666666666,0.0,0.0,249.5345,20.5
waiting-all-night,35.0,0.02857142857142857,0.0,0.0,326.713,9.0
waking-up,2.0,0.0,0.0,0.0,135.13150000000002,15.0
waking-up-dead,8.0,0.0,0.0,0.0,362.581,6.5
walfredo,8.0,0.0,0.0,0.0,336.5355,2.5
walk-away,92.0,0.043478260869565216,0.0,0.0,268.416,11.0
walk-this-way,1.0,0.0,0.0,0.0,172.33,14.0
walls-of-the-cave,79.0,0.8987341772151899,0.21518987341772153,0.0379746835443038,701.205,10.0
waste,107.0,0.037383177570093455,0.009345794392523364,0.0,345.6,16.0
watcher-of-the-skies,1.0,0.0,0.0,0.0,438.727,1.0
water-in-the-sky,89.0,0.02247191011235955,0.02247191011235955,0.0,226.0245,6.0
waves,56.0,0.375,0.08928571428571429,0.017857142857142856,551.184,13.0
way-down-in-the-hole,1.0,0.0,0.0,0.0,272.196,1.0
we-are-come-to-outlive-our-brains,10.0,0.0,0.0,0.0,350.6155,7.0
we-are-the-champions,1.0,0.0,0.0,0.0,439.353,3.0
we-re-an-american-band,2.0,0.0,0.0,0.0,311.1445,19.0
we-re-not-gonna-take-it,1.0,1.0,0.0,0.0,648.229,12.0
we-ve-only-just-begun,1.0,0.0,0.0,0.0,346.7235,3.0
weekapaug-groove,531.0,0.160075329566855,0.02071563088512241,0.0018832391713747645,432.3265,15.0
weigh,47.0,0.06382978723404255,0.02127659574468085,0.0,320.9665,5.0
west-l-a-fadeaway,2.0,0.5,0.0,0.0,599.5495,19.5
what-s-going-through-your-mind,12.0,0.8333333333333334,0.5833333333333334,0.25,994.632,11.0
what-s-the-use,74.0,0.10810810810810811,0.04054054054054054,0.0,410.4045,14.0
what-things-seem,2.0,0.0,0.0,0.0,422.361,7.0
when-something-is-wrong-with-my-baby,3.0,0.0,0.0,0.0,372.193,23.0
when-the-cactus-is-in-bloom,1.0,0.0,0.0,0.0,198.296,10.0
when-the-circus-comes,76.0,0.0,0.0,0.0,316.082,12.0
while-my-guitar-gently-weeps,38.0,0.02631578947368421,0.0,0.0,400.0525,16.5
whipping-post,49.0,0.40816326530612246,0.12244897959183673,0.0,597.512,20.0
white-rabbit,1.0,0.0,0.0,0.0,313.94,3.0
white-winter-hymnal,1.0,0.0,0.0,0.0,202.214,1.0
who-by-fire,1.0,0.0,0.0,0.0,214.047,19.0
who-do-we-do,16.0,0.1875,0.0625,0.0,293.512,13.5
who-knows,2.0,0.0,0.0,0.0,86.687,7.0
who-loves-the-sun,2.0,0.0,0.0,0.0,204.576,7.5
whole-lotta-love,5.0,0.0,0.0,0.0,98.769,11.0
why-don-t-we-do-it-in-the-road,4.0,0.0,0.0,0.0,115.1475,17.0
why-don-t-you-love-me,2.0,0.0,0.0,0.0,300.931,7.0
why-you-been-gone-so-long,1.0,0.0,0.0,0.0,243.304,11.0
wider,1.0,0.0,0.0,0.0,500.402,12.0
wild-child,6.0,0.0,0.0,0.0,340.454,3.5
wild-honey-pie,1.0,0.0,0.0,0.0,174.785,17.0
wild-thing,1.0,0.0,0.0,0.0,407.615,1.0
wildwood-weed,1.0,0.0,0.0,0.0,393.456,19.0
will-it-go-round-in-circles,2.0,0.0,0.0,0.0,465.76300000000003,11.5
will-the-circle-be-unbroken,2.0,0.0,0.0,0.0,186.9805,10.0
willin,2.0,0.0,0.0,0.0,304.4365,11.5
wilson,306.0,0.013071895424836602,0.0032679738562091504,0.0,300.2125,8.0
wind-beneath-my-wings,1.0,0.0,0.0,0.0,414.877,16.0
windora-bug,4.0,0.75,0.25,0.0,750.5895,6.0
windy-city,1.0,0.0,0.0,0.0,339.122,5.0
wingsuit,42.0,0.23809523809523808,0.047619047619047616,0.0,565.7860000000001,12.5
winterqueen,25.0,0.12,0.0,0.0,517.042,13.0
wipe-out,6.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,124.4995,20.0
wolfman-s-brother,248.0,0.5685483870967742,0.0967741935483871,0.028225806451612902,621.9365,6.0
wombat,22.0,0.2727272727272727,0.0,0.0,428.77750000000003,7.0
woodlands-jam,1.0,0.0,0.0,0.0,509.38800000000003,22.0
woodstock,1.0,0.0,0.0,0.0,128.731,18.0
wormtown,1.0,0.0,0.0,0.0,420.127,11.0
ya-mar,235.0,0.13191489361702127,0.02553191489361702,0.0,460.643,6.0
yarmouth-road,32.0,0.0625,0.0,0.0,390.661,5.0
yer-blues,1.0,0.0,0.0,0.0,154.096,31.0
yerushalayim-shel-zahav,12.0,0.0,0.0,0.0,122.514,14.5
you-ain-t-goin-nowhere,1.0,0.0,0.0,0.0,328.072,4.0
you-better-believe-it-baby,2.0,0.0,0.0,0.0,421.303,3.5
you-enjoy-myself,650.0,0.8415384615384616,0.74,0.24769230769230768,1063.21,14.0
you-gotta-see-mama-every-night,1.0,0.0,0.0,0.0,566.779,10.0
you-never-know,1.0,0.0,0.0,0.0,161.358,24.0
you-sexy-thing,6.0,0.16666666666666666,0.0,0.0,280.3595,9.5
you-shook-me-all-night-long,2.0,0.0,0.0,0.0,250.005,9.5
your-pet-cat,21.0,0.047619047619047616,0.047619047619047616,0.0,330.423,8.0
ziggy-stardust,1.0,0.0,0.0,0.0,224.235,21.0
